,player id,player,World Ranking,Name
77,4410932,Min Woo Lee,242.0,Min Woo Lee
78,3351,Marc Leishman,28.0,Marc Leishman
79,6954,Matthew NeSmith,281.0,Matthew NeSmith
80,9931,Mito Pereira,99999.0,Mito Pereira
81,4412121,Matthew Wolff,117.0,Matthew Wolff
82,1600,Nate Lashley,88.0,Nate Lashley
83,1042,Nick Watney,181.0,Nick Watney
84,6007,Patrick Cantlay,7.0,Patrick Cantlay
85,3980,Patton Kizzire,312.0,Patton Kizzire
86,5692,Peter Malnati,283.0,Peter Malnati
87,707,Pat Perez,126.0,Pat Perez
88,5579,Patrick Reed,12.0,Patrick Reed
89,6825,Patrick Rodgers,372.0,Patrick Rodgers
90,1548,Ryan Brehm,324.0,Ryan Brehm
91,4321,Rafa Cabrera Bello,41.0,Rafa Cabrera Bello
92,3702,Rickie Fowler,23.0,Rickie Fowler
93,4483,Russell Knox,110.0,Russell Knox
94,3470,Rory McIlroy,2.0,Rory McIlroy
95,809,Ryan Moore,96.0,Ryan Moore
96,962,Ryan Palmer,91.0,Ryan Palmer
97,5619,Robert Streb,246.0,Robert Streb
98,78,Stewart Cink,200.0,Stewart Cink
99,11382,Sungjae Im,34.0,Sungjae Im
100,7081,Si Woo Kim,99999.0,Si Woo Kim
101,4587,Shane Lowry,19.0,Shane Lowry
102,6001,Seamus Power,446.0,Seamus Power
103,7001,Sam Ryder,261.0,Sam Ryder
104,3378,Scott Stallings,256.0,Scott Stallings
105,8961,Sepp Straka,207.0,Sepp Straka
106,10980,Sahith Theegala,99999.0,Sahith Theegala
107,6086,Tom Hoge,240.0,Tom Hoge
108,3970,Troy Merritt,140.0,Troy Merritt
109,10664,Taylor Moore,928.0,Taylor Moore
110,4364873,Viktor Hovland,93.0,Viktor Hovland
111,11119,Wyndham Clark,161.0,Wyndham Clark
112,3532,William McGirt,962.0,William McGirt
113,9877,Will Zalatoris,672.0,Will Zalatoris
114,10140,Xander Schauffele,9.0,Xander Schauffele
115,774,Bill Haas,467.0,Bill Haas
116,3599,Brian Stuard,132.0,Brian Stuard
117,3454,Brendon Todd,63.0,Brendon Todd
118,9243,Christiaan Bezuidenhout,87.0,Christiaan Bezuidenhout
119,769,Chez Reavie,36.0,Chez Reavie
120,5167,Dylan Frittelli,102.0,Dylan Frittelli
121,11448,Doc Redman,156.0,Doc Redman
122,646,Erik Compton,573.0,Erik Compton
123,11333,Greyson Sigg,1014.0,Greyson Sigg
124,4364752,Hayden Buckley,718.0,Hayden Buckley
125,4844,Harry Higgs,139.0,Harry Higgs
126,6991,Harold Varner III,124.0,Harold Varner III
127,619,Ian Poulter,43.0,Ian Poulter
128,5025,James Hahn,797.0,James Hahn
129,5797,John Huh,825.0,John Huh
130,3317,Jason Kokrak,62.0,Jason Kokrak
131,569,Justin Rose,8.0,Justin Rose
132,4848,Justin Thomas,4.0,Justin Thomas
133,2552,Kevin Kisner,35.0,Kevin Kisner
134,318,Kevin Na,27.0,Kevin Na
135,3793,Kevin Tway,128.0,Kevin Tway
136,4404991,Lee Hodges,668.0,Lee Hodges
137,9143,Mark Hubbard,186.0,Mark Hubbard
138,9530,Maverick McNealy,417.0,Maverick McNealy
139,5729,Matthias Schwab,79.0,Matthias Schwab
140,3688,Michael Thompson,206.0,Michael Thompson
141,6151,Martin Trainer,360.0,Martin Trainer
142,3792,Nick Taylor,233.0,Nick Taylor
143,10831,Paul Barjon,361.0,Paul Barjon
144,377,Rory Sabbatini,84.0,Rory Sabbatini
145,9938,Sam Burns,209.0,Sam Burns
146,6937,Stephan Jaeger,430.0,Stephan Jaeger
147,10404,Sebastian Munoz,99999.0,Sebastian Munoz
148,1037,Scott Piercy,108.0,Scott Piercy
149,9478,Scottie Scheffler,66.0,Scottie Scheffler
150,9569,Tyler Duncan,99999.0,Tyler Duncan
151,2230,Tony Finau,16.0,Tony Finau
152,5539,Tommy Fleetwood,10.0,Tommy Fleetwood
153,9513,Talor Gooch,208.0,Talor Gooch
154,9626,Trey Mullinax,379.0,Trey Mullinax
155,11447,Tyler Strafaci,99999.0,Tyler Strafaci
156,4408315,Vincent Whaley,557.0,Vincent Whaley
157,1614,Webb Simpson,11.0,Webb Simpson
158,686,Zach Johnson,202.0,Zach Johnson
159,11219,Alex Beach,99999.0,Alex Beach
160,512,Alex Cejka,641.0,Alex Cejka
161,4383,Branden Grace,127.0,Branden Grace
162,6798,Brooks Koepka,1.0,Brooks Koepka
163,780,Bubba Watson,47.0,Bubba Watson
164,4317,Bernd Wiesberger,22.0,Bernd Wiesberger
165,1097,Charl Schwartzel,223.0,Charl Schwartzel
166,5830,Dean Burmester,238.0,Dean Burmester
167,3448,Dustin Johnson,5.0,Dustin Johnson
168,5857,Daniel van Tonder,297.0,Daniel van Tonder
169,5860,Hideki Matsuyama,21.0,Hideki Matsuyama
170,576,Henrik Stenson,26.0,Henrik Stenson
171,97,John Daly,2074.0,John Daly
172,5825,Justin Harding,72.0,Justin Harding
173,4602673,Joohyung Kim,99999.0,Joohyung Kim
174,10166,J.J. Spaun,282.0,J.J. Spaun
175,1293,Louis Oosthuizen,20.0,Louis Oosthuizen
176,455,Lee Westwood,59.0,Lee Westwood
177,3670,Martin Kaymer,125.0,Martin Kaymer
178,186,Padraig Harrington,316.0,Padraig Harrington
179,29,Rich Beem,1650.0,Rich Beem
180,4251,Ryan Fox,148.0,Ryan Fox
181,5409,Russell Henley,222.0,Russell Henley
182,4350033,Rikuya Hoshino,106.0,Rikuya Hoshino
183,4699314,Ryosuke Kinoshita,367.0,Ryosuke Kinoshita
184,11378,Robert MacIntyre,64.0,Robert MacIntyre
185,3284,Ryan Vermeer,1650.0,Ryan Vermeer
186,158,Sergio Garcia,39.0,Sergio Garcia
187,10049,Sam Horsfield,219.0,Sam Horsfield
188,307,Shaun Micheel,2074.0,Shaun Micheel
189,5057,Shaun Norris,56.0,Shaun Norris
190,4723205,Tyler Collet,99999.0,Tyler Collet
191,5553,Tyrrell Hatton,32.0,Tyrrell Hatton
192,4410612,Takumi Kanaya,211.0,Takumi Kanaya
193,9031,Thomas Pieters,82.0,Thomas Pieters
194,4399256,Yuki Inamori,287.0,Yuki Inamori
195,1350,Y.E. Yang,313.0,Y.E. Yang
196,9517,Austin Cook,266.0,Austin Cook
197,5951,Andrew Loupe,2074.0,Andrew Loupe
198,2283,Brice Garnett,204.0,Brice Garnett
199,5704,Chesson Hadley,168.0,Chesson Hadley
200,1121,Cameron Percy,279.0,Cameron Percy
201,8975,Chase Seiffert,293.0,Chase Seiffert
202,9687,Curtis Thompson,2074.0,Curtis Thompson
203,3455,Dawie van der Walt,747.0,Dawie van der Walt
204,4423323,Dylan Wu,631.0,Dylan Wu
205,11387,Hank Lebioda,304.0,Hank Lebioda
206,5573,Henrik Norlander,251.0,Henrik Norlander
207,5902,Joseph Bramlett,505.0,Joseph Bramlett
208,3598,Jim Herman,311.0,Jim Herman
209,6894,Jim Knous,553.0,Jim Knous
210,5771,Kiradech Aphibarnrat,105.0,Kiradech Aphibarnrat
211,6689,Kelly Kraft,250.0,Kelly Kraft
212,4859,Michael Gligic,447.0,Michael Gligic
213,10548,Matt Wallace,30.0,Matt Wallace
214,1674,Peter Uihlein,265.0,Peter Uihlein
215,1750,Ryan Armour,187.0,Ryan Armour
216,6090,Roger Sloan,248.0,Roger Sloan
217,9804,Richy Werenski,247.0,Richy Werenski
218,1195,Scott Gutschewski,963.0,Scott Gutschewski
219,4449,Sung Kang,99999.0,Sung Kang
220,9076,Satoshi Kodaira,191.0,Satoshi Kodaira
221,4267,Seung-Yul Noh,99999.0,Seung-Yul Noh
222,10932,Seth Reeves,846.0,Seth Reeves
223,1185,Vaughn Taylor,103.0,Vaughn Taylor
224,10360,Wesley Bryan,1295.0,Wesley Bryan
225,16,Aaron Baddeley,252.0,Aaron Baddeley
226,4638,Ben Martin,969.0,Ben Martin
227,4415125,Bryson Nimmer,2074.0,Bryson Nimmer
228,712,Bo Van Pelt,2074.0,Bo Van Pelt
229,3856,Jonas Blixt,298.0,Jonas Blixt
230,508,Jonathan Byrd,492.0,Jonathan Byrd
231,1265,Johnson Wagner,369.0,Johnson Wagner
232,3857,Kevin Chappell,385.0,Kevin Chappell
233,4845305,Larkin Gross,99999.0,Larkin Gross
234,4781,Morgan Hoffmann,1252.0,Morgan Hoffmann
235,1935,Ryan Blaum,490.0,Ryan Blaum
236,1254,Robert Garrigus,1142.0,Robert Garrigus
237,1798,Tommy Gainey,1609.0,Tommy Gainey
238,824,Arjun Atwal,1338.0,Arjun Atwal
239,10481,Alvaro Ortiz,99999.0,Alvaro Ortiz
240,693,Ben Crane,592.0,Ben Crane
241,7004,Derek Ernst,1231.0,Derek Ernst
242,928,David Hearn,405.0,David Hearn
243,1196,D.A. Points,1169.0,D.A. Points
244,431,D.J. Trahan,331.0,D.J. Trahan
245,3375,Fabian Gomez,231.0,Fabian Gomez
246,74,Greg Chalmers,690.0,Greg Chalmers
247,301,Graeme McDowell,121.0,Graeme McDowell
248,5462,Grayson Murray,456.0,Grayson Murray
249,1411,Matt Every,289.0,Matt Every
250,801,Ricky Barnes,1173.0,Ricky Barnes
251,6783,Roberto Diaz,474.0,Roberto Diaz
252,903,Richard Johnson,99999.0,Richard Johnson
253,4015,Sang-Moon Bae,99999.0,Sang-Moon Bae
254,4591,Scott Brown,332.0,Scott Brown
255,159,Brian Gay,171.0,Brian Gay
256,278,Davis Love III,760.0,Davis Love III
257,153,Jim Furyk,57.0,Jim Furyk
258,261,Bernhard Langer,1174.0,Bernhard Langer
259,91,Fred Couples,1895.0,Fred Couples
260,9474,Guido Migliozzi,109.0,Guido Migliozzi
261,329,Jose Maria Olazabal,99999.0,Jose Maria Olazabal
262,310,Larry Mize,2074.0,Larry Mize
263,453,Mike Weir,2074.0,Mike Weir
264,281,Sandy Lyle,2074.0,Sandy Lyle
265,462,Tiger Woods,6.0,Tiger Woods
266,392,Vijay Singh,762.0,Vijay Singh
267,1626,Bronson Burgoon,185.0,Bronson Burgoon
268,446,Jimmy Walker,229.0,Jimmy Walker
269,1778,Kyle Stanley,114.0,Kyle Stanley
270,10048,Nick Hardy,2074.0,Nick Hardy
271,11253,Rasmus Hojgaard,192.0,Rasmus Hojgaard
272,4643,Shawn Stefani,336.0,Shawn Stefani
273,1049,Brian Davis,2074.0,Brian Davis
274,8992,Dominic Bozzelli,443.0,Dominic Bozzelli
275,1247,Eric Axley,1291.0,Eric Axley
276,808,George McNeill,630.0,George McNeill
277,196,J.J. Henry,968.0,J.J. Henry
278,1422,John Merrick,1133.0,John Merrick
279,2883,Ted Potter Jr.,99999.0,Ted Potter Jr.
280,860,Kevin Stadler,2074.0,Kevin Stadler
281,1259,Parker McLachlin,1758.0,Parker McLachlin
282,3683,Rafael Campos,520.0,Rafael Campos
283,1359,Sean O'Hair,627.0,Sean O'Hair
284,4837,Thomas Detry,118.0,Thomas Detry
285,11340,Victor Perez,45.0,Victor Perez
286,4682,Andrew Landry,228.0,Andrew Landry
287,4845307,Greg Koch,99999.0,Greg Koch
288,438,Omar Uresti,2074.0,Omar Uresti
289,72,Paul Casey,15.0,Paul Casey
290,9658,Taylor Pendrith,391.0,Taylor Pendrith
291,1712,Andres Romero,351.0,Andres Romero
292,1758,Brendon De Jonge,99999.0,Brendon De Jonge
293,1673,Brett Stegmaier,888.0,Brett Stegmaier
294,3777,Charlie Beljan,2074.0,Charlie Beljan
295,1177,Chris Couch,2074.0,Chris Couch
296,8971,Cody Gribble,855.0,Cody Gribble
297,856,Carl Pettersson,2074.0,Carl Pettersson
298,4602218,Davis Thompson,1537.0,Davis Thompson
299,1173,Jason Bohn,2074.0,Jason Bohn
300,709,John Rollins,2074.0,John Rollins
301,1568,Josh Teater,310.0,Josh Teater
302,8974,Michael Kim,718.0,Michael Kim
303,9528,Smylie Kaufman,1529.0,Smylie Kaufman
304,4683972,Spencer Ralston,99999.0,Spencer Ralston
305,997,Ted Purdy,2074.0,Ted Purdy
306,10714,Chase Koepka,1571.0,Chase Koepka
307,1352,Chris Stroud,253.0,Chris Stroud
308,11105,Kyle Westmoreland,2074.0,Kyle Westmoreland
309,9002,Tyler McCumber,377.0,Tyler McCumber
310,9934,Jaekyeong Lee,696.0,Jaekyeong Lee
311,4425898,Austin Eckroat,2074.0,Austin Eckroat
312,8910,Benjamin Silverman,99999.0,Benjamin Silverman
313,7161,Brandon Harkins,657.0,Brandon Harkins
314,4845308,Brad Marek,99999.0,Brad Marek
315,710,John Senden,1219.0,John Senden
316,4413,Mark Baldwin,1821.0,Mark Baldwin
317,268,Tom Lehman,2074.0,Tom Lehman
318,4713443,Kamaiu Johnson,99999.0,Kamaiu Johnson
319,308,Phil Mickelson,70.0,Phil Mickelson
320,479,Mark Wilson,2074.0,Mark Wilson
321,4683804,Andy Ogletree,99999.0,Andy Ogletree
322,243,Jerry Kelly,2066.0,Jerry Kelly
323,7110,MJ Daffue,1358.0,MJ Daffue
324,4355611,Willie Mack III,2074.0,Willie Mack III
325,1176,Daniel Chopra,1827.0,Daniel Chopra
326,10630,Shugo Imahira,31.0,Shugo Imahira
327,5285,Byeong Hun An,42.0,Byeong Hun An
328,4690611,Hanbyeol Kim,1650.0,Hanbyeol Kim
329,4421475,John Augenstein,2074.0,John Augenstein
330,1734,Kyle Reifers,1080.0,Kyle Reifers
331,4708134,Quade Cummins,99999.0,Quade Cummins
332,1613,Sam Saunders,500.0,Sam Saunders
333,1067,J.B. Holmes,95.0,J.B. Holmes
334,1676,Jamie Lovemark,624.0,Jamie Lovemark
335,10583,Justin Suh,1030.0,Justin Suh
336,4351896,Kristoffer Ventura,166.0,Kristoffer Ventura
337,4419142,Akshay Bhatia,2074.0,Akshay Bhatia
338,10134,Ben Taylor,99999.0,Ben Taylor
339,4628,Chris Baker,99999.0,Chris Baker
340,77,K.J. Choi,421.0,K.J. Choi
341,6648,Mark Anderson,378.0,Mark Anderson
342,10065,Michael Gellerman,395.0,Michael Gellerman
343,6677,Nelson Ledesma,299.0,Nelson Ledesma
344,3948,Rhein Gibson,348.0,Rhein Gibson
345,1733,Rob Oppenheim,633.0,Rob Oppenheim
346,9531,Robby Shelton,99999.0,Robby Shelton
347,9564,Sebastian Cappelen,422.0,Sebastian Cappelen
348,1210,Scott Harrington,205.0,Scott Harrington
349,5868,Tom Lewis,54.0,Tom Lewis
350,4565482,Will Gordon,99999.0,Will Gordon
351,6185,Wes Roach,285.0,Wes Roach
352,4479,Xinjun Zhang,99999.0,Xinjun Zhang
353,1470,Brad Kennedy,134.0,Brad Kennedy
354,4408396,Wilco Nienaber,1665.0,Wilco Nienaber
355,1489,Wade Ormsby,230.0,Wade Ormsby
356,4686085,Angus Flanagan,2074.0,Angus Flanagan
357,6280,Brandon Stone,195.0,Brandon Stone
358,957,Hunter Mahan,656.0,Hunter Mahan
359,412,Steve Stricker,749.0,Steve Stricker
360,10586,Tom Lovelady,902.0,Tom Lovelady
361,4708,Zack Sucher,163.0,Zack Sucher
362,4701571,Abel Gallegos,2074.0,Abel Gallegos
363,4407372,Antoine Rozner,180.0,Antoine Rozner
364,5956,Andy Sullivan,137.0,Andy Sullivan
365,3824,Benjamin Hebert,89.0,Benjamin Hebert
366,10047,Cole Hammer,2074.0,Cole Hammer
367,82,Darren Clarke,2074.0,Darren Clarke
368,123,Ernie Els,462.0,Ernie Els
369,5934,Hao-Tong Li,99999.0,Hao-Tong Li
370,4691,Jorge Campillo,100.0,Jorge Campillo
371,10687,John Catlin,196.0,John Catlin
372,9413,Jazz Janewattananond,40.0,Jazz Janewattananond
373,4705886,Joe Long,99999.0,Joe Long
374,4831,Joost Luiten,85.0,Joost Luiten
375,9374,JC Ritchie,175.0,JC Ritchie
376,4265,Jason Scrivener,147.0,Jason Scrivener
377,745,Ken Duke,2074.0,Ken Duke
378,9496,Marcus Kinhult,83.0,Marcus Kinhult
379,4272,Mike Lorenzo-Vera,67.0,Mike Lorenzo-Vera
380,4566443,Matthias Schmid,2074.0,Matthias Schmid
381,3474,Paul Waring,99999.0,Paul Waring
382,10099,Romain Langasque,111.0,Romain Langasque
383,1366,Will MacKenzie,99999.0,Will MacKenzie
384,10493,Yuxin Lin,99999.0,Yuxin Lin
385,8887,Zheng-kai Bai,99999.0,Zheng-kai Bai
386,10522,Eric Cole,2074.0,Eric Cole
387,144,Harrison Frazar,99999.0,Harrison Frazar
388,6987,Tain Lee,2074.0,Tain Lee
389,11115,Dylan Meyer,1043.0,Dylan Meyer
390,10562,Hayden Springer,2074.0,Hayden Springer
391,4567806,Ollie Osborne,2074.0,Ollie Osborne
392,4047,Ryo Ishikawa,80.0,Ryo Ishikawa
393,4566423,Yosuke Asaji,203.0,Yosuke Asaji
394,9575,Lucas Bjerregaard,81.0,Lucas Bjerregaard
395,3740,Roberto Castro,472.0,Roberto Castro
396,4422368,Ben Cook,99999.0,Ben Cook
397,10179,Ben Polland,99999.0,Ben Polland
398,1322,Frank Bensel Jr.,99999.0,Frank Bensel Jr.
399,5076,George Coetzee,189.0,George Coetzee
400,415,Joe Summerhays,99999.0,Joe Summerhays
401,7055,Kalle Samooja,177.0,Kalle Samooja
402,4845303,Peter Ballo,99999.0,Peter Ballo
403,259,Rob Labritz,1650.0,Rob Labritz
404,1617,Sonny Skinner,99999.0,Sonny Skinner
405,1370,Stuart Smith,99999.0,Stuart Smith
406,4585548,Sami Valimaki,396.0,Sami Valimaki
407,4845309,Tim Pearce,99999.0,Tim Pearce
408,1157,Tim Wilkinson,490.0,Tim Wilkinson
409,167,Retief Goosen,1355.0,Retief Goosen
410,667,Rod Perry,2074.0,Rod Perry
411,198,Tim Herron,1425.0,Tim Herron
412,4684397,Donnie Trosper,99999.0,Donnie Trosper
413,9568,Ollie Schniederjans,576.0,Ollie Schniederjans
414,5,Robert Allenby,1768.0,Robert Allenby
415,335,Rod Pampling,1332.0,Rod Pampling
416,1748,Andres Gonzales,791.0,Andres Gonzales
417,9571,Joey Garber,460.0,Joey Garber
418,4566449,James Sugrue,2074.0,James Sugrue
419,4691932,Lukas Michel,1428.0,Lukas Michel
420,2127,Graham DeLaet,99999.0,Graham DeLaet
421,4683800,James Nicholas,99999.0,James Nicholas
422,4425900,Mikumu Horikawa,133.0,Mikumu Horikawa
423,4592199,Jeongwoo Ham,309.0,Jeongwoo Ham
424,4264,Tae Hee Lee,99999.0,Tae Hee Lee
425,9040,Zac Blair,215.0,Zac Blair
426,6629,Eddie Pepperell,52.0,Eddie Pepperell
427,5769,Marty Jertson,1650.0,Marty Jertson
428,1178,Scott Hend,241.0,Scott Hend
429,5338,Bud Cauley,169.0,Bud Cauley
430,68,Chad Campbell,605.0,Chad Campbell
431,4684201,Peter Kuest,99999.0,Peter Kuest
432,9130,Brinson Paolini,2074.0,Brinson Paolini
433,34,David Berganio,99999.0,David Berganio
434,4688358,Jake Shuman,2074.0,Jake Shuman
435,4085,Vince Covello,518.0,Vince Covello
436,4420096,Justin Bertsch,2074.0,Justin Bertsch
437,421,Ken Tanigawa,99999.0,Ken Tanigawa
438,4587989,Chandler Phillips,2074.0,Chandler Phillips
439,100,Glen Day,2074.0,Glen Day
440,5423,Andrea Pavan,74.0,Andrea Pavan
441,540,Freddie Jacobson,99999.0,Freddie Jacobson
442,5259,Julian Etulain,664.0,Julian Etulain
443,7056,Zander Lombard,190.0,Zander Lombard
444,1793,Colt Knost,1338.0,Colt Knost
445,713,Boo Weekley,816.0,Boo Weekley
446,3669,Jose de Jesus Rodriguez,642.0,Jose de Jesus Rodriguez
447,5842,Bryce Easton,329.0,Bryce Easton
448,4984,Daniel Nisbet,734.0,Daniel Nisbet
449,4993,Jbe Kruger,99999.0,Jbe Kruger
450,10336,Jake McLeod,99999.0,Jake McLeod
451,9220,Masahiro Kawamura,172.0,Masahiro Kawamura
452,3674,Matthew Millar,470.0,Matthew Millar
453,5095,Neil Schietekat,418.0,Neil Schietekat
454,1499,Richard Sterne,167.0,Richard Sterne
455,8889,Zecheng Dou,99999.0,Zecheng Dou
456,7082,Whee Kim,99999.0,Whee Kim
457,1612,Billy Hurley,99999.0,Billy Hurley
458,3452,Daniel Summerhays,1154.0,Daniel Summerhays
459,6965,Joe Boros,2074.0,Joe Boros
460,4585569,Mason Williams,2074.0,Mason Williams
461,10357,Anders Albertson,514.0,Anders Albertson
462,3322,Alex Prugh,532.0,Alex Prugh
463,3446,Brady Schnell,759.0,Brady Schnell
464,1646,Chad Collins,2074.0,Chad Collins
465,10442,Charlie Danielson,692.0,Charlie Danielson
466,3279,Chris Thompson,722.0,Chris Thompson
467,7039,Chase Wright,525.0,Chase Wright
468,5567,John Chin,578.0,John Chin
469,10050,Kyle Jones,637.0,Kyle Jones
470,6999,Nicholas Lindheim,726.0,Nicholas Lindheim
471,5506,Scott Langley,480.0,Scott Langley
472,387,Steve Scott,2074.0,Steve Scott
473,2053,Will Claxton,1942.0,Will Claxton
474,5140,Thorbjorn Olesen,92.0,Thorbjorn Olesen
475,9469,Alexander Bjork,178.0,Alexander Bjork
476,6041,Alexander Levy,287.0,Alexander Levy
477,3577,Derek Fathauer,830.0,Derek Fathauer
478,4010,Martin Piller,1113.0,Martin Piller
479,3295,Tyrone Van Aswegen,99999.0,Tyrone Van Aswegen
480,4712,Yuta Ikeda,99999.0,Yuta Ikeda
481,9379,Austen Truslow,1014.0,Austen Truslow
482,1933,Kris Blanks,2074.0,Kris Blanks
483,4924,Brian Dwyer,2074.0,Brian Dwyer
484,9607,Craig Brischke,2074.0,Craig Brischke
485,6173,Nyasha Mauchaza,2074.0,Nyasha Mauchaza
486,6773,Lee Houtteman,2074.0,Lee Houtteman
487,3384,Matt Harmon,1682.0,Matt Harmon
488,5560,Wes Homan,2074.0,Wes Homan
489,10030,Zachary Bauchou,2074.0,Zachary Bauchou
490,215,Trevor Immelman,670.0,Trevor Immelman
491,6062,Blayne Barber,676.0,Blayne Barber
492,1637,Martin Flores,849.0,Martin Flores
493,11,Stuart Appleby,1758.0,Stuart Appleby
494,1170,Steve Marino,753.0,Steve Marino
495,5578,Jonathan Randolph,704.0,Jonathan Randolph
496,1112,Steven Bowditch,2074.0,Steven Bowditch
497,328,Geoff Ogilvy,1592.0,Geoff Ogilvy
498,5209,Wen-Chong Liang,99999.0,Wen-Chong Liang
